age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
20,597,122244,820,381,63,508,850,521,0,0,28,253
49,25,125892,820,807,636,862,850,14,0,0,40,253
44,25,155472,1915,381,31,837,1381,521,1151,0,50,253
42,25,355728,1135,381,734,508,850,14,0,0,44,253
18,597,245274,2361,381,63,846,850,14,0,0,16,253
18,25,240330,735,381,340,846,850,14,0,0,18,253
51,25,182944,820,1032,80,837,1381,521,0,0,40,253
28,25,264498,668,381,31,508,850,521,0,0,40,253
39,25,110426,1915,807,445,484,850,521,15024,0,45,253
25,25,166971,820,807,636,862,850,14,0,0,52,253
41,25,347653,894,807,31,862,850,14,0,1977,50,253
39,25,33975,2361,807,636,862,850,14,0,0,40,253
42,575,215219,2324,1597,340,837,850,521,0,0,30,253
33,25,190772,820,381,1341,508,850,521,0,1617,40,253
63,597,331527,543,807,63,862,850,14,0,0,40,253
47,25,162494,2361,1932,636,837,850,521,0,0,45,253
27,1539,85918,668,807,632,862,850,14,0,0,68,253
39,25,91367,702,807,445,862,850,14,0,1848,45,253
20,25,182342,2361,381,428,846,850,14,0,0,40,253
49,25,129640,820,381,340,508,850,521,0,0,40,253
70,597,133536,820,807,63,862,850,14,0,0,28,253
46,25,148738,820,807,769,862,850,14,0,1740,35,253
47,25,102583,820,807,636,862,850,14,0,0,30,253
35,25,111387,539,381,734,508,850,14,0,0,40,253
24,25,241752,820,381,769,508,850,14,0,0,40,253
22,597,334593,2361,381,63,508,850,14,0,0,40,253
43,25,101950,668,1932,340,508,850,521,0,0,35,253
60,1539,212856,702,807,31,862,850,14,0,0,40,2334
53,25,183973,2324,807,393,862,850,14,0,0,48,253
47,25,142061,2361,1932,445,837,850,521,0,0,40,253
34,25,158615,2361,807,769,862,850,14,0,0,40,253
37,25,29145,1135,381,340,508,850,14,0,0,40,253
35,25,40135,820,381,340,846,850,14,0,0,30,253
23,25,224640,2361,381,445,508,850,521,0,0,40,253
27,597,146651,820,807,63,846,850,521,0,0,15,253
29,25,167737,820,381,1239,1274,850,14,0,0,50,253
23,25,60331,2361,381,734,508,850,14,0,0,40,253
35,25,187167,820,1932,340,508,850,521,0,0,35,253
18,597,157131,820,381,63,846,850,521,0,0,12,253
27,1539,255237,668,381,31,508,850,521,0,0,40,253
56,597,192325,2361,1932,63,508,850,521,0,0,20,253
40,25,163342,820,381,1341,508,850,521,0,0,70,253
31,25,129775,668,807,636,862,850,14,0,0,65,253
18,25,206008,2361,381,636,837,850,14,2176,0,40,253
25,25,397317,1915,381,31,508,850,521,0,0,40,253
36,25,745768,2361,381,632,837,1381,521,0,0,40,253
38,25,141550,543,1932,734,508,850,14,0,0,40,253
52,25,35576,820,1032,734,508,850,14,0,0,40,253
23,25,376383,820,381,340,837,850,14,0,0,35,1565
48,575,200825,2361,807,445,862,850,14,0,0,30,253
34,597,362787,820,381,63,837,1381,521,0,0,35,253
46,25,116789,820,807,1341,862,850,14,0,0,40,253
26,25,160300,820,190,632,508,850,14,0,0,40,253
47,25,362654,820,807,393,862,850,14,0,0,40,253
21,597,107801,2361,381,63,846,850,521,0,0,3,253
65,25,170939,668,1932,31,508,850,14,6723,0,40,253
31,1539,224234,820,807,1239,862,1381,14,0,0,40,253
38,25,478346,820,807,445,484,850,521,7688,0,40,253
68,25,211162,820,807,445,862,850,14,0,0,40,253
26,25,147638,668,381,1341,1274,338,521,0,0,40,168
42,25,104647,820,1932,340,508,850,14,0,0,40,253
49,25,67365,820,807,734,862,850,14,0,0,40,253
42,25,230959,668,807,1341,484,338,521,0,1887,40,427
39,25,176335,702,807,445,862,850,14,7688,0,65,253
31,575,268482,539,807,734,862,850,14,0,0,40,253
28,434,288731,668,807,31,862,850,14,0,0,20,253
36,25,231082,668,1932,31,508,850,521,0,0,50,253
42,434,333530,2361,807,445,484,850,521,0,0,40,253
62,25,214288,820,807,393,862,850,14,0,0,40,253
21,25,118023,820,381,428,846,850,14,0,0,24,253
21,25,187088,2361,381,1341,846,1582,521,0,0,20,152
60,597,174073,820,807,63,862,850,14,0,0,40,253
22,25,133833,2361,381,340,846,850,521,0,0,25,253
30,25,229772,543,807,734,862,850,14,0,0,40,253
64,25,210082,820,1032,1341,508,850,521,0,0,40,253
28,25,119287,668,807,445,484,850,521,15024,0,28,253
41,575,111772,1915,807,734,862,850,14,0,1887,40,253
25,25,122999,820,381,734,1274,850,14,0,0,40,253
27,25,44767,820,807,428,862,850,14,0,0,40,253
40,25,200574,1915,807,80,862,850,14,0,0,44,253
58,25,236596,2361,807,445,862,850,14,0,0,40,253
31,25,33124,894,381,31,508,850,521,0,0,99,253
50,1539,308764,820,1032,1239,837,850,521,0,0,40,253
27,25,103524,820,1597,769,837,850,14,0,0,40,253
31,597,99483,820,381,63,846,653,14,0,0,40,253
50,25,230951,668,807,636,862,850,14,0,0,40,253
45,25,99355,820,807,632,862,1381,14,0,0,40,253
33,25,857532,735,381,632,846,1381,14,0,0,40,253
62,25,81116,2361,1932,1341,508,850,14,0,1974,40,253
38,25,154410,820,807,734,862,850,14,0,2051,40,745
19,25,198943,2361,381,340,846,850,521,0,0,35,253
30,25,311696,2324,807,340,484,1381,521,0,0,30,253
38,25,252897,2361,1932,636,846,850,521,0,0,25,253
42,575,39539,820,807,428,862,850,14,0,0,99,253
49,634,122066,2361,1932,636,508,850,14,0,0,25,253
53,25,110977,702,807,445,862,850,14,0,1902,50,253
45,1539,199590,2361,807,734,862,850,14,0,1887,40,1565
24,25,202721,2361,381,1341,846,1381,521,0,0,40,253
29,25,197565,1135,381,1341,846,850,521,0,0,35,253
24,25,206827,2361,381,636,846,850,521,5060,0,30,253
38,625,190895,668,807,31,862,850,14,0,0,40,2334
25,634,158751,1135,381,1239,837,850,14,0,0,55,253
51,434,243631,543,807,734,862,653,14,0,0,40,253
17,597,219277,2324,381,63,846,850,521,0,0,20,253
19,25,45381,2361,381,1341,846,850,521,0,0,8,253
38,25,167482,2361,807,734,862,850,14,0,0,52,253
60,25,225014,820,1932,340,508,850,521,0,0,40,253
29,575,405083,820,381,636,508,850,14,0,0,40,253
66,597,186061,2361,1032,63,837,1381,521,0,4356,40,253
28,625,24153,543,807,340,484,653,521,0,0,40,253
36,25,126569,820,807,31,862,850,14,0,0,45,2153
57,597,137658,820,807,63,862,1582,14,0,0,5,2126
24,25,315476,1915,381,734,846,850,14,0,0,40,253
43,25,248186,1915,381,1341,508,850,521,0,0,38,253
29,634,206903,894,807,31,862,850,14,0,0,55,253
67,575,191380,894,807,31,862,850,14,20051,0,25,253
20,25,191910,820,381,632,846,850,14,0,0,40,253
21,25,145119,2361,381,340,846,338,14,0,0,20,253
20,25,130840,543,381,769,846,850,14,0,0,40,253
42,25,33126,1915,807,445,862,850,14,0,0,60,253
20,25,334105,2361,381,340,846,850,521,0,0,10,253
19,1539,354104,820,381,1341,846,850,14,0,0,35,253
34,25,111985,820,807,734,862,850,14,0,0,45,253
40,1539,321187,668,381,31,837,850,521,0,0,45,253
33,25,138142,2361,1597,340,837,1381,521,0,0,25,253
36,25,296999,2361,1932,734,508,850,521,0,0,37,253
43,25,155106,1915,1932,734,508,850,14,0,2444,70,253
41,1539,174491,820,1597,340,837,1381,521,0,0,40,253
34,434,173266,820,807,80,862,850,14,0,0,40,253
33,25,25610,1915,807,636,862,1582,14,0,0,40,1663
47,25,187563,820,807,393,862,850,14,0,0,40,253
41,25,196344,1090,807,636,862,850,14,0,0,50,1565
40,25,205047,820,190,734,508,850,14,0,0,40,253
28,25,715938,668,381,734,846,1381,14,0,0,40,253
62,575,224520,820,807,636,862,850,14,0,0,90,253
29,25,229656,820,1932,1341,837,850,521,0,0,50,253
46,25,97883,2361,1932,1341,508,850,521,0,0,40,253
28,25,131298,820,381,340,508,850,14,0,0,60,253
57,625,197875,820,1932,1341,508,850,521,0,0,40,253
22,25,172766,2361,381,636,846,850,521,0,0,40,253
28,1539,175796,1915,381,1341,508,850,521,0,0,40,253
24,25,51973,668,381,1341,508,850,521,0,0,45,253
54,575,28186,668,1932,428,508,850,14,27828,0,50,253
22,25,291979,2324,1597,734,508,850,14,0,0,40,253
36,434,180752,668,381,632,837,1381,521,0,0,40,253
50,25,234657,2361,1932,1341,837,850,521,0,0,40,253
18,25,39411,2324,381,769,846,850,14,0,0,24,253
52,434,334273,1915,807,636,862,850,14,0,0,40,253
41,25,192779,1150,807,340,862,850,14,0,0,40,2334
21,597,105312,820,381,63,508,850,521,0,0,20,253
36,25,171676,668,381,636,508,850,521,0,1741,40,253
34,575,182714,668,381,31,508,850,521,0,0,55,253
21,25,231866,1135,381,734,846,850,14,0,0,40,253
46,25,102102,820,381,445,508,850,14,0,0,40,253
57,597,50248,2361,807,63,862,850,14,0,0,40,253
61,1539,195519,702,381,31,837,850,521,0,0,25,253
22,434,34310,2361,381,1239,846,850,14,0,0,25,253
33,597,314913,2324,1932,63,846,850,14,0,0,53,253
36,434,747719,894,807,31,484,850,521,15024,0,50,253
43,1539,188280,702,1932,31,837,850,521,914,0,40,253
25,25,110978,1915,807,1341,484,338,521,0,0,37,1096
17,25,79682,543,381,1332,1274,850,14,0,0,30,253
45,25,294671,1135,807,734,862,850,14,4386,0,38,253
30,25,340899,894,381,31,508,850,14,0,1590,80,253
40,25,192259,702,381,31,508,850,14,0,0,35,253
31,1539,190228,702,381,445,508,850,14,0,0,45,253
42,25,118947,668,807,445,862,850,14,0,0,40,253
53,25,55861,820,807,734,862,850,14,0,0,40,253
37,25,238433,1090,807,1239,862,850,14,0,0,40,152
37,434,166744,820,190,340,837,850,521,0,0,20,253
54,25,144586,2361,807,636,484,850,521,0,0,40,253
36,25,134367,820,1932,340,846,850,521,0,0,30,253
46,25,133616,2361,1932,1341,837,850,521,0,0,40,253
46,25,203039,668,807,636,862,850,14,0,0,48,253
32,25,217460,539,807,1239,862,850,14,0,0,50,253
17,25,106733,2324,381,734,846,850,14,594,0,40,253
42,434,212027,668,1932,31,508,1381,14,0,0,40,253
37,1539,126569,820,381,734,508,850,14,0,0,40,253
29,25,289960,820,807,393,862,850,14,0,0,48,253
54,25,174102,668,807,445,862,850,14,0,0,40,253
38,25,181716,735,807,734,862,850,14,0,0,48,253
46,1539,172822,820,807,1239,862,850,14,0,0,40,253
24,25,293091,820,807,769,862,850,14,0,0,40,253
57,25,107443,1090,807,769,862,850,14,0,0,40,1246
59,25,95283,1090,807,393,862,850,14,0,0,40,253
33,25,65278,668,807,445,862,850,14,0,0,40,253
35,25,220943,820,1932,340,837,1381,521,0,1594,40,253
53,25,257940,820,807,393,862,850,14,2829,0,40,253
26,25,134945,820,381,393,1274,850,14,0,0,40,253
55,575,105582,702,807,636,862,850,14,2228,0,50,253
46,25,169324,820,1597,340,508,1381,521,0,0,45,1547
44,434,98989,668,807,31,862,653,14,0,0,38,253
30,575,113838,1135,807,636,862,850,14,3137,0,60,599
24,25,143436,2361,381,769,846,850,14,0,0,24,253
32,25,143604,543,190,340,508,1381,521,0,0,37,253
35,25,226311,668,381,636,508,850,521,0,0,40,253
67,25,94610,702,807,636,862,850,14,0,0,30,253
56,575,26716,668,807,445,862,850,14,0,0,20,253
26,25,160261,702,381,31,508,338,14,0,0,20,1096
46,25,117310,1915,1032,80,837,850,521,6497,0,40,253
52,25,154342,820,807,734,862,850,14,0,0,48,253
38,575,89202,2361,1932,734,508,850,14,0,0,40,253
31,25,174704,820,1932,636,837,1381,14,0,0,50,253
53,25,153486,820,1597,1239,508,850,14,0,0,30,253
27,25,360097,820,381,769,508,1381,14,0,0,40,253
39,25,230356,668,381,1341,508,850,521,0,0,40,253
22,25,163870,820,381,393,846,850,14,0,0,40,253
37,25,199753,2361,807,734,862,850,14,0,0,35,253
20,25,333505,820,381,1341,846,850,14,0,0,30,450
60,1539,149281,820,807,632,862,850,14,0,0,40,253
51,25,138514,1135,1932,80,837,1381,521,0,0,48,253
57,625,66504,894,1932,31,508,850,521,0,0,50,253
59,25,206487,2361,807,734,862,850,14,0,0,40,253
37,25,170020,820,807,734,862,850,14,0,0,40,253
35,25,217605,820,807,769,484,850,521,0,0,40,253
43,25,145711,2361,807,636,862,850,14,0,0,72,253
17,25,169155,735,381,340,846,850,14,0,0,35,253
45,25,34127,668,807,31,862,850,14,0,0,50,253
18,25,110142,820,381,636,846,850,521,0,0,40,253
52,25,222646,735,1597,393,1274,850,521,0,0,40,152
18,25,182643,2361,381,769,846,850,14,0,0,9,253
20,25,303565,2361,381,769,846,1381,14,0,0,40,599
34,25,140092,820,381,80,508,850,14,0,0,40,253
19,25,178811,820,381,393,846,1381,521,0,0,20,253
18,597,267399,735,381,63,846,850,521,0,0,12,253
17,1539,192387,539,381,340,846,850,14,0,0,45,253
30,625,127610,668,381,1341,508,850,521,0,0,35,253
29,25,258862,668,381,734,508,850,521,0,0,45,253
30,25,225231,2361,1932,445,508,850,14,8614,0,50,253
18,25,174926,539,381,340,846,850,14,0,0,15,2334
50,434,238187,668,1932,1341,508,1381,521,0,0,37,253
22,25,191444,820,381,636,1274,850,14,0,0,40,253
21,25,198822,820,381,1341,846,850,521,0,0,35,253
39,575,251323,539,807,428,1274,850,14,0,0,40,152
20,25,168187,2361,381,340,1274,850,521,4416,0,25,253
62,25,370881,1915,1032,340,508,850,521,0,0,7,253
32,25,198183,2361,1932,445,508,850,521,0,0,38,253
38,25,210610,1915,807,80,862,850,14,0,0,40,253
32,25,269182,2361,1597,80,837,1381,521,3887,0,40,253
55,25,141727,668,807,1341,484,850,521,3464,0,40,253
38,25,185848,702,807,445,862,850,14,99999,0,70,253
34,25,46746,2324,381,340,508,850,14,0,0,30,253
28,25,120475,820,381,340,846,850,14,0,0,20,253
26,25,135845,2361,381,636,508,850,521,0,0,37,253
41,25,310255,820,807,636,862,850,14,0,0,40,253
61,434,379885,19,807,31,862,850,14,0,1902,40,253
75,575,31428,820,807,428,862,850,14,3456,0,40,253
21,25,211013,1135,807,340,1274,850,521,0,0,50,1565
50,25,175029,820,807,769,862,850,14,0,0,40,253
49,634,119539,2361,807,445,862,850,14,0,0,60,2334
26,25,247025,820,807,1239,862,850,14,0,0,65,253
39,25,252327,1150,381,340,846,850,14,0,0,40,1565
24,575,375313,2361,381,31,508,338,14,0,0,40,253
56,25,107165,820,807,769,862,850,14,0,0,18,253
17,25,108470,2324,381,340,846,1381,14,0,0,17,253
37,25,150057,820,807,734,862,850,14,0,0,52,253
23,25,189468,1135,807,393,846,850,521,0,0,30,253
28,597,198393,820,381,63,508,1381,521,0,0,40,253
57,575,181031,820,807,428,862,850,14,0,0,60,253
42,1539,569930,668,807,1341,862,850,14,0,0,45,253
25,25,27411,668,1932,636,508,850,521,0,0,40,253
22,25,147397,668,381,428,508,850,14,0,0,20,253
39,25,242922,820,807,734,862,1381,14,0,0,40,253
54,25,154949,2324,807,340,484,1381,521,0,0,40,253
41,634,423217,668,1932,445,508,850,14,0,0,50,253
43,625,195385,820,807,445,862,653,14,0,0,40,253
19,25,100009,820,381,734,508,850,521,0,0,40,253
35,25,191628,2361,807,31,862,850,14,0,0,40,253
34,25,340880,820,807,31,862,850,14,0,0,60,427
19,25,207173,820,1597,1341,837,850,521,0,0,30,253
33,25,48010,2361,1932,445,837,850,521,0,0,40,253
33,25,229051,2361,381,31,508,850,14,0,0,52,253
49,25,193366,702,807,445,862,850,14,0,0,65,253
31,25,57781,820,1932,1341,837,850,521,0,0,50,253
69,597,121136,820,807,63,862,850,14,0,0,13,253
41,25,433989,1135,807,636,862,850,14,4386,0,60,253
24,25,136687,820,1597,393,837,1582,521,0,0,40,253
45,434,154117,820,1932,445,837,850,521,0,0,38,253
63,25,294009,668,807,31,862,850,14,15024,0,45,253
75,25,239038,2361,807,1239,862,850,14,0,0,16,253
34,25,244064,820,381,393,837,1381,14,0,0,40,253
69,25,128348,668,807,445,862,1381,14,9386,0,50,253
33,25,66278,702,381,31,508,850,521,0,0,40,253
44,25,162643,820,381,1341,508,850,521,0,0,43,253
45,25,179659,668,807,734,862,850,14,3103,0,40,253
18,25,205218,2324,381,636,846,850,521,0,0,20,253
48,25,154033,820,1932,636,508,850,521,0,0,52,253
43,25,158528,820,807,734,862,850,14,0,0,40,253
26,25,366219,820,807,734,862,1381,14,0,1848,60,253
35,25,301862,820,381,734,837,850,14,0,0,50,253
34,25,228406,2361,381,1341,837,1381,521,0,0,40,253
48,25,120131,820,807,1341,862,850,14,0,0,70,253
54,1539,127943,820,1032,340,837,1381,521,0,0,40,253
57,25,301514,820,807,636,862,850,14,0,0,40,253
21,25,156980,820,381,393,846,850,14,0,0,60,253
28,25,124685,2361,807,445,862,653,14,0,0,55,253
51,25,305673,1135,807,734,862,850,14,0,0,40,1454
34,1539,31391,820,807,632,862,850,14,0,0,53,253
41,1539,33658,2361,807,632,862,850,14,0,0,45,253
21,25,211391,2361,381,1341,508,850,521,0,0,27,253
26,25,402998,668,807,31,862,850,14,0,0,58,253
66,25,78855,820,381,1341,508,338,521,0,0,40,253
40,25,320451,19,807,31,862,338,14,0,1977,45,168
48,25,49278,1915,1932,1341,837,850,521,0,0,40,253
44,597,248876,668,1932,63,508,850,14,0,0,50,253
41,25,242586,820,807,393,862,850,14,0,0,40,253
41,25,359696,668,807,632,862,850,14,15024,0,60,253
55,1539,296085,1915,807,31,862,338,14,0,0,40,253
43,25,233130,668,1932,636,508,850,14,0,0,40,253
51,25,189511,1135,807,340,862,850,14,0,0,50,599
31,25,124420,2324,807,734,862,850,14,0,0,40,253
30,575,67072,668,190,734,508,850,14,6849,0,60,253
51,25,194908,820,807,1341,484,850,521,0,0,40,253
31,1539,94991,820,1932,340,837,653,14,0,0,40,253
18,25,194561,2361,381,340,846,850,14,0,0,37,253
60,25,75726,820,1932,445,508,850,521,0,1092,40,253
29,25,60722,820,381,445,508,338,521,0,0,40,253
33,25,59944,820,381,1239,508,850,14,0,0,40,253
34,25,220840,534,807,428,862,850,14,0,0,40,1565
40,634,104235,702,381,340,846,850,14,0,0,99,253
57,25,142714,2361,1932,340,508,850,521,0,0,38,253
55,1539,110490,668,807,31,484,850,521,0,0,60,253
40,575,154076,1915,807,445,862,850,14,0,0,60,253
26,434,130557,668,381,445,508,850,521,0,0,35,253
29,25,107108,2361,807,1341,862,653,14,0,0,40,253
30,25,207172,668,807,1341,484,850,521,0,0,40,1565
29,25,304595,702,381,636,508,850,14,0,0,50,253
43,25,475322,2361,807,1239,862,850,14,0,0,50,253
65,25,107620,2324,1032,1341,508,850,521,0,0,8,253
19,25,301911,2361,381,636,846,338,14,0,0,35,1034
35,25,267866,820,807,636,862,338,14,0,1887,50,1348
28,25,269786,820,807,1239,862,850,14,0,0,40,253
34,25,167474,820,807,445,862,850,14,0,0,40,253
61,25,115023,1135,807,734,862,850,14,0,1887,60,253
63,1539,86590,820,807,445,484,850,521,0,0,32,253
47,434,187087,668,807,445,862,850,14,0,0,40,253
31,25,184307,2361,1932,734,508,850,14,0,0,40,253
18,25,225859,2361,381,1239,846,850,14,2907,0,30,253
29,25,57889,668,807,636,862,850,14,0,0,45,253
59,25,157932,820,807,734,862,850,14,0,0,40,253
50,25,187830,702,1932,445,508,850,14,0,0,62,253
49,25,251180,1150,807,1239,862,850,14,2407,0,50,253
60,25,317083,668,807,445,862,850,14,0,0,45,253
35,575,190895,702,807,636,862,850,14,0,0,40,253
48,625,328606,820,1932,769,508,850,14,0,0,40,253
21,597,403860,2361,381,63,846,850,14,0,0,40,253
41,25,215479,820,1597,769,508,1381,14,0,0,40,253
56,25,157639,2361,807,734,862,850,14,0,0,50,253
26,25,152129,735,381,340,837,1381,14,0,0,40,253
53,25,239284,820,1932,1341,837,850,521,0,0,40,253
23,25,234302,820,381,769,508,1381,14,0,0,40,253
58,25,218724,1150,807,428,862,850,14,0,0,50,253
61,25,106330,820,807,734,862,850,14,0,0,40,253
29,25,35032,2361,807,769,862,850,14,0,0,60,253
22,25,234641,820,381,1239,846,850,14,0,0,40,253
43,25,170730,668,807,445,862,850,14,0,1977,50,253
31,25,218322,2361,381,340,508,850,14,0,0,30,253
90,25,47929,820,807,393,862,850,14,0,0,40,253
53,25,142411,1135,1932,31,837,850,521,0,0,40,253
22,597,219122,2361,381,63,846,850,14,0,0,40,253
55,25,132887,820,807,1239,862,1381,14,3411,0,40,1547
34,434,44464,19,381,31,508,850,521,0,0,60,253
28,25,180928,2361,807,769,862,850,14,5013,0,55,253
22,597,199426,2361,381,63,508,850,521,0,0,40,253
36,25,139703,820,381,1341,508,1381,521,0,0,40,253
33,25,202642,668,1597,31,1274,1381,521,0,0,40,1547
17,25,160049,543,381,340,846,850,521,0,0,12,253
38,25,239755,2324,1932,734,508,850,14,0,0,40,253
60,25,152369,1135,807,734,862,850,14,0,0,60,253
34,25,42900,668,807,445,862,850,14,0,0,50,253
72,597,117017,820,807,63,862,850,14,0,0,8,253
57,25,175017,534,807,340,862,850,14,0,0,40,910
39,25,342642,820,1932,636,508,850,14,0,0,60,253
50,575,143730,668,807,428,862,850,14,0,0,80,253
45,25,191098,668,807,31,862,338,14,0,0,40,203
37,25,208106,668,1597,445,508,850,14,0,0,35,253
27,25,167737,2361,381,769,508,850,14,0,0,48,253
43,25,315971,668,1932,445,508,850,521,0,0,45,253
41,25,142717,2361,1932,80,837,1381,521,0,0,36,253
20,25,190227,702,381,445,846,850,14,0,0,25,253
44,25,79864,702,1597,445,837,850,521,0,0,20,253
50,25,34067,1135,807,445,862,850,14,0,0,50,253
54,25,222882,820,1032,445,837,850,521,0,0,45,253
31,25,44464,668,381,445,508,850,521,0,1564,60,253
33,25,256062,2361,381,1341,837,850,521,0,0,35,263
22,25,251073,539,381,340,846,850,14,0,0,50,253
46,25,149949,2361,807,734,862,850,14,0,0,40,253
30,25,165235,668,807,1341,484,338,521,0,0,40,427
22,597,243190,2361,381,63,846,338,14,0,0,40,203
59,597,160662,820,807,63,862,850,14,2407,0,60,253
57,575,175942,2361,1032,445,1274,850,14,0,0,25,253
26,25,212793,820,381,393,508,850,14,0,0,40,253
52,1539,153312,1915,807,632,862,850,14,0,0,40,253
55,1539,173296,702,1932,31,837,850,521,0,0,45,253
47,25,120131,668,807,636,862,850,14,0,0,40,253
19,25,117444,820,381,734,846,850,14,0,0,40,253
26,25,226196,820,381,1239,846,850,14,0,0,40,253
44,25,202872,1915,1932,31,508,850,521,0,0,40,253
42,25,176716,702,381,445,508,850,14,0,0,40,253
39,25,82540,2361,807,445,862,850,14,0,0,60,253
17,597,41643,2324,381,63,846,850,521,0,0,15,253
26,25,197292,820,381,1341,508,850,521,0,0,50,253
26,25,76491,702,807,31,862,850,14,0,0,20,253
50,634,101094,702,807,636,862,850,14,0,0,55,253
46,575,119944,702,807,445,862,850,14,0,0,50,253
18,25,141626,2361,381,80,846,850,14,2176,0,20,253
26,25,122575,668,381,445,837,338,14,0,0,60,771
32,25,194740,668,807,636,862,850,14,0,1902,40,253
50,25,263200,534,190,340,837,850,521,0,0,34,1565
47,1539,140644,2361,807,632,862,850,14,0,0,40,253
52,25,202115,820,807,340,484,850,521,0,0,25,253
25,625,27142,2361,807,445,862,850,14,0,0,40,253
42,1539,318046,2324,807,1239,862,850,14,0,0,40,253
53,25,276369,820,807,445,862,850,14,0,0,45,253
30,25,67187,820,381,769,846,653,521,0,0,8,253
23,25,133582,1090,381,428,508,850,14,0,0,36,1565
23,25,216672,668,381,445,846,850,14,0,0,30,2334
32,25,45796,2361,807,428,862,850,14,0,0,60,253
29,634,31778,820,1597,31,1274,850,14,0,0,25,253
40,25,190044,1915,807,340,862,850,14,0,0,40,253
45,434,144351,702,807,31,862,850,14,0,0,40,253
17,597,172145,543,381,63,846,1381,521,0,0,40,253
55,25,193130,668,807,31,862,850,14,0,0,40,253
59,1539,140478,702,807,31,862,850,14,0,0,40,253
56,25,122390,1135,807,636,862,850,14,15024,0,40,253
23,25,116830,735,381,734,508,850,14,0,0,50,253
37,1539,117683,820,807,632,862,850,14,0,0,40,253
25,25,106491,820,807,734,862,850,14,0,0,48,253
22,597,39803,2361,381,63,846,850,14,0,0,40,253
27,25,363053,539,381,1332,837,850,521,0,0,24,1565
21,25,54472,820,381,340,837,850,521,0,0,40,253
47,1539,200471,820,807,1239,862,850,14,5178,0,40,253
38,25,54317,2361,807,393,862,850,14,0,0,60,253
62,1539,113443,702,1932,31,508,850,521,10520,0,33,253
27,25,159623,2361,807,636,862,850,14,0,0,40,253
25,597,161235,1135,381,63,846,850,14,0,0,90,253
27,25,247978,820,381,340,846,1381,521,0,0,40,253
40,25,305846,2361,807,1341,484,850,521,0,0,40,253
22,575,214014,2361,381,636,846,1381,14,99999,0,55,253
33,25,226525,820,1932,445,508,850,14,0,0,60,253
28,25,247819,1135,807,31,484,850,521,0,0,5,253
28,25,194940,820,807,393,862,850,14,0,0,40,253
29,25,289991,820,381,1239,837,850,14,0,0,55,253
46,25,585361,539,1932,445,837,850,521,0,0,40,253
30,25,91145,820,807,393,862,850,14,0,0,40,253
65,597,231604,820,807,63,862,850,14,0,0,45,599
28,25,273269,2361,381,734,508,1381,14,0,0,40,253
39,25,202683,668,807,1341,862,850,14,0,0,40,253
35,25,159179,2361,381,636,508,850,14,0,0,40,253
50,25,28952,2361,807,636,484,850,521,0,0,39,253
25,597,214925,543,381,63,846,1381,14,0,0,40,253
63,25,163708,539,1032,340,508,850,521,0,0,20,253
56,25,200235,1135,807,734,862,850,14,0,0,48,253
46,25,109209,2361,807,1341,862,850,14,0,0,40,253
19,25,166153,2361,381,340,846,850,521,0,0,30,253
56,1539,268213,702,807,31,862,850,14,0,0,35,2334
31,25,69056,820,1932,340,846,850,521,0,0,15,253
51,434,237141,702,807,445,862,850,14,0,0,40,253
17,25,277541,2324,381,636,846,850,14,0,0,5,253
27,1539,289039,2361,381,632,837,338,521,0,0,40,253
30,25,134737,2361,381,1341,846,850,14,0,0,45,253
18,25,56613,2361,381,632,846,850,521,0,0,20,253
41,25,36699,2361,1932,445,508,850,14,4650,0,40,253
40,1539,333530,702,807,31,484,850,521,0,0,40,253
35,25,185366,668,381,636,508,850,14,0,0,50,253
29,25,154017,820,381,636,508,850,521,0,0,10,253
27,25,215504,668,807,636,862,850,14,0,1848,55,253
25,25,222539,543,381,1239,508,850,14,2597,0,50,253
53,25,191565,1090,1932,340,837,1381,521,0,0,40,173
53,25,111939,668,807,340,862,850,14,0,0,35,253
26,434,53903,820,381,734,837,850,14,0,0,50,253
41,25,146659,668,807,31,862,850,14,0,0,70,253
28,25,194200,820,807,445,862,850,14,0,0,70,253
48,434,78529,702,1597,31,508,850,14,0,0,60,253
22,25,194829,668,381,445,508,850,14,0,0,30,253
40,625,330174,894,807,31,862,850,14,7688,0,40,253
52,634,230767,668,807,445,862,850,14,0,1902,60,152
53,1539,137250,702,1032,31,837,1381,521,0,1669,35,253
40,25,254478,2361,807,734,862,850,14,7298,0,50,253
57,25,300908,1915,1932,393,508,850,14,0,0,75,253
53,575,187830,1135,1597,734,508,850,14,0,0,40,745
23,25,201138,2361,381,1341,508,850,521,0,0,8,253
31,575,44503,2361,807,734,862,850,14,0,0,40,253
20,25,381357,539,381,769,846,850,14,0,0,28,253
25,25,311124,894,381,31,508,850,521,0,0,20,253
37,25,96330,2361,381,445,837,1381,521,0,0,40,253
50,25,228238,820,807,734,862,850,14,0,0,40,253
34,575,56964,820,807,1239,862,850,14,0,0,35,253
37,25,127772,668,807,445,862,850,14,0,0,50,253
52,25,386397,668,807,445,862,850,14,0,0,45,253
29,575,404998,1135,807,428,862,850,14,0,0,90,253
49,25,34545,2361,807,445,862,850,14,0,1887,40,253
31,25,157886,2361,807,340,484,850,521,0,0,40,253
47,25,101299,820,807,734,862,850,14,0,0,40,253
51,575,134447,820,807,734,862,850,14,0,0,70,253
27,25,191822,820,807,636,484,850,521,0,0,50,253
