Id,Reputation,CreationDate,Views,UpVotes,DownVotes
43135,101,117133956,0,6,0
43136,101,117133958,0,0,0
43137,1,117134390,0,0,0
43138,1,117136083,0,0,0
43139,1,117136970,2,0,0
43140,13,117136973,1,0,0
43141,1,117137234,0,0,0
43142,116,117137561,0,0,0
43143,101,117137704,0,0,0
43144,1,117141127,0,0,0
43145,1,117144994,0,0,0
43146,1,117145419,2,0,0
43147,6,117145582,0,0,0
43148,1,117146170,0,0,0
43149,1,117149700,0,0,0
43150,1,117153260,0,0,0
43151,1,117153521,0,0,0
43152,1,117156677,3,0,0
43153,16,117160691,1,4,0
43154,6,117175006,3,0,0
43155,1,117179964,0,0,0
43156,1,117182816,0,0,0
43157,101,117185635,0,0,0
43158,1,117192594,0,0,0
43159,101,117193153,0,0,0
43160,1,117193598,0,0,0
43161,1,117193725,1,0,0
43162,11,117196081,1,0,0
43163,75,117197384,17,4,0
43164,1,117204054,0,0,0
43165,73,117206773,7,2,0
43166,101,117207236,0,0,0
43167,1,117208193,0,0,0
43168,1,117214125,0,0,0
43169,38,117218126,1,4,0
43170,6,117222217,1,0,0
43171,1,117224093,0,0,0
43172,1,117227603,0,0,0
43173,1,117228005,0,0,0
43174,101,117231577,0,2,0
43175,1,117239126,0,0,0
43176,116,117242833,1,0,0
43177,1,117244518,2,0,0
43178,101,117247491,0,2,0
43179,1,117250711,0,0,0
43180,126,117254004,3,0,0
43181,11,117257289,0,0,0
43183,355,117261794,20,6,0
43184,101,117264223,0,0,0
43185,21,117264976,1,0,0
43186,1,117266502,0,0,0
43187,6,117266703,0,0,0
43188,101,117272933,0,1,0
43189,1,117273033,0,0,0
43190,1,117273306,2,0,0
43191,1,117274063,1,0,0
43192,1,117278123,0,0,0
43193,101,117285786,0,0,0
43194,1,117286213,1,0,0
43195,1,117291684,0,0,0
43196,1,117292524,0,0,0
43197,16,117298517,0,1,0
43198,6,117298900,2,0,0
43199,1,117300911,1,0,0
43200,1,117301473,0,0,0
43201,1,117305106,0,0,0
43202,1,117306484,0,0,0
43203,6,117306489,0,0,0
43204,8,117306954,2,0,0
43205,1,117308779,0,0,0
43206,121,117311972,3,0,0
43207,8,117313204,4,0,0
43208,101,117314532,1,2,0
43209,18,117314828,2,0,0
43210,1,117314970,0,0,0
43211,11,117315682,0,0,0
43212,1,117316394,0,0,0
43213,1,117316492,0,0,0
43214,1,117317621,0,0,0
43215,1,117318661,0,0,0
43216,6,117320327,4,0,0
43217,6,117320808,3,0,0
43218,1,117328717,0,0,0
43219,1,117329855,0,0,0
43220,1,117330882,0,0,0
43221,18,117331752,8,0,0
43222,6,117332482,1,0,0
43223,101,117332691,0,0,0
43224,1,117334534,0,0,0
43225,1,117334593,0,0,0
43226,16,117337212,2,0,0
43227,6,117337780,7,0,0
43228,194,117338130,3,0,0
43229,1,117346430,0,0,0
43230,1,117347319,4,0,0
43231,1,117347610,0,0,0
43232,16,117349552,1,0,0
43233,1,117352282,0,0,0
43234,1,117353671,0,0,0
43235,101,117355730,0,0,0
43236,1,117365143,0,0,0
43237,1,117365342,0,0,0
43238,101,117368016,1,1,0
43240,13,117369119,8,0,0
43241,1,117369844,0,0,0
43242,1,117372368,0,0,0
43243,1,117375444,0,0,0
43244,1,117376271,0,0,0
43245,1,117376902,0,0,0
43246,101,117377641,0,3,0
43247,14,117378450,3,0,0
43248,1,117380478,3,0,0
43249,1,117381200,0,0,0
43250,18,117381937,1,3,0
43251,6,117382002,0,0,0
43252,1,117382572,0,0,0
43254,101,117383790,0,0,0
43255,1,117384129,0,0,0
43256,1,117384726,0,0,0
43257,6,117385529,0,0,0
43258,6,117386470,0,0,0
43259,1,117386935,0,0,0
43260,1,117386937,0,0,0
43261,18,117387002,0,1,0
43263,1,117387785,0,0,0
43264,1,117388306,0,0,0
43265,1,117389208,0,0,0
43266,1,117389240,0,0,0
43267,18,117389400,5,0,0
43268,1,117389527,0,0,0
43269,1,117389760,0,0,0
43270,1,117389811,0,0,0
43271,1,117389929,0,0,0
43272,1,117390149,0,0,0
43273,31,117390769,3,0,0
43274,101,117391108,0,1,0
43275,6,117391340,0,0,0
43277,1,117391905,1,0,0
43278,101,117391947,0,0,0
43279,1,117392250,0,0,0
43280,6,117392538,3,0,0
43281,101,117392863,0,0,0
43282,21,117393564,4,0,0
43283,1,117394007,0,0,0
43284,1,117394657,1,0,0
43285,1,117394779,0,0,0
43286,1,117395006,0,0,0
43287,1,117395067,0,0,0
43288,21,117395075,3,0,0
43289,130,117396092,3,0,1
43290,1,117396340,0,0,0
43291,101,117397160,0,0,0
43292,1,117398050,0,0,0
43293,111,117398056,0,3,0
43294,1,117398249,0,0,0
43295,1,117398995,0,0,0
43296,3,117399197,1,0,0
43297,1,117399918,0,0,0
43298,101,117401614,0,0,0
43299,1,117402708,2,0,0
43300,1,117404129,2,0,0
43301,6,117404838,1,0,0
43302,11,117404944,1,0,0
43303,1,117406597,0,0,0
43304,41,117407221,2,5,0
43305,101,117407297,0,0,0
43306,6,117407550,0,0,0
43307,1,117408402,0,0,0
43308,1,117408412,0,0,0
43309,1,117408471,0,0,0
43311,1,117410649,1,0,0
43312,1,117411055,0,0,0
43313,101,117412247,0,0,0
43314,28,117413495,3,0,0
43315,6,117413943,0,0,0
43316,1,117416958,0,0,0
43317,1,117417288,0,0,0
43318,1,117418592,0,0,0
43319,1,117420354,0,0,0
43320,1,117420755,0,0,0
43321,1,117421748,0,0,0
43322,1,117422857,0,0,0
43323,16,117423655,3,0,0
43324,1,117425215,3,0,0
43325,1,117425472,0,0,0
43326,6,117425752,0,0,0
43327,1,117428908,0,0,0
43328,6,117430122,0,0,0
43329,1,117430639,0,0,0
43330,1,117434437,0,0,0
43331,1,117438651,0,0,0
43332,8,117440395,1,0,0
43333,11,117441768,0,0,0
43334,101,117442770,1,0,0
43335,101,117448103,0,0,0
43336,1,117448289,0,0,0
43337,101,117449193,0,1,0
43338,216,117450070,20,8,0
43339,121,117450863,11,0,0
43340,1,117451307,0,0,0
43341,101,117452105,0,0,0
43342,128,117452231,2,1,0
43343,1,117452578,2,0,0
43344,1,117453064,0,0,0
43345,1,117453807,0,0,0
43346,1,117454608,1,0,0
43347,1,117454862,0,0,0
43348,1,117455352,0,0,0
43349,1,117455453,0,0,0
43350,11,117457751,2,0,0
43351,1,117457921,0,0,0
43352,1,117458826,0,0,0
43353,101,117459099,0,1,0
43354,101,117459955,0,0,0
43355,16,117460269,2,0,0
43356,1,117460574,0,0,0
43357,1,117461077,0,0,0
43358,101,117462495,0,0,0
43359,6,117463335,0,0,0
43360,113,117463484,4,2,0
43361,11,117463560,0,0,0
43362,101,117465271,0,1,0
43363,1,117465725,0,0,0
43364,1,117467008,0,0,0
43365,21,117468177,0,0,0
43366,1,117468399,0,0,0
43367,1,117468455,0,0,0
43368,11,117469046,0,0,0
43369,1,117469140,1,0,0
43370,1,117469314,0,0,0
43371,26,117469394,2,0,0
43372,1,117469759,1,0,0
43373,1,117470196,0,0,0
43374,1,117470222,0,0,0
43375,6,117471429,0,0,0
43376,1,117471628,0,0,0
43377,101,117472951,0,0,0
43378,1,117473076,0,0,0
43379,126,117474321,4,4,0
43380,1,117474464,0,0,0
43381,1,117474909,0,0,0
43382,1,117474934,0,0,0
43383,1,117475296,2,0,0
43384,1,117475297,0,0,0
43385,1,117477134,0,0,0
43386,3,117477321,1,0,0
43387,1,117478314,0,0,0
43388,1,117478437,0,0,0
43389,1,117478713,0,0,0
43390,1,117478831,0,0,0
43391,1,117479937,0,0,0
43392,3,117480053,0,0,0
43393,1,117480364,0,0,0
43394,1,117480652,0,0,0
43395,1,117480979,1,0,0
43396,1,117481053,0,0,0
43397,1,117482214,0,0,0
43398,1,117482381,0,0,0
43399,1,117483262,0,0,0
43400,6,117483561,3,0,0
43401,16,117483693,3,0,0
43402,6,117484534,0,0,0
43403,1,117484798,0,0,0
43404,1,117484877,0,0,0
43405,3,117485083,2,0,0
43406,1,117485274,0,0,0
43407,101,117486086,0,0,0
43408,1,117486229,0,0,0
43409,1,117488846,1,0,0
43410,1,117491250,0,0,0
43411,1,117491396,0,0,0
43412,1,117491419,0,0,0
43413,1,117492750,0,0,0
43414,55,117494835,9,6,0
43415,1,117495717,0,0,0
43416,6,117498072,0,0,0
43417,101,117498206,0,0,0
43418,41,117501158,1,2,0
43419,1,117502747,0,0,0
43420,1,117502868,0,0,0
43421,101,117503802,0,0,0
43422,1,117505100,0,0,0
43423,6,117505743,1,0,0
43424,1,117505950,3,0,0
43425,1,117506440,0,0,0
43426,1,117510193,0,0,0
43427,11,117511105,0,0,0
43428,101,117513128,0,0,0
43429,101,117516312,0,0,0
43430,1,117516801,0,0,0
43431,1,117517201,0,0,0
43432,8,117517403,0,0,0
43433,1,117517957,0,0,0
43434,1,117519737,0,0,0
43435,1,117520518,0,0,0
43436,1,117521301,0,0,0
43437,1,117526407,0,0,0
43438,1,117527269,0,0,0
43439,101,117528741,1,0,0
43440,1,117529038,0,0,0
43441,1,117529189,0,0,0
43442,8,117529243,0,0,0
43443,1,117529391,0,0,0
43444,1,117529956,0,0,0
43445,1,117530305,0,0,0
43446,1,117530368,0,0,0
43447,1,117530756,1,0,0
43448,1,117533409,0,0,0
43449,16,117533599,4,1,0
43450,101,117534563,0,0,0
43451,101,117536641,0,0,0
43452,1,117536989,0,0,0
43453,1,117537194,0,0,0
43454,18,117538214,2,1,0
43455,101,117538441,0,2,0
43456,1,117540001,2,0,0
43457,1,117542263,0,0,0
43458,1,117542373,1,0,0
43459,1,117545466,0,0,0
43460,101,117546995,0,0,0
43461,1,117547093,0,0,0
43462,1,117547768,0,0,0
43463,1,117549545,1,0,0
43464,18,117549905,5,1,0
43465,1,117550521,1,0,0
43466,1,117550917,0,0,0
43467,1,117550948,1,0,0
43468,1,117551541,1,0,0
43469,1,117551717,0,0,0
43470,1,117552248,0,0,0
43471,1,117553050,0,0,0
43472,55,117553376,3,1,0
43473,18,117553807,1,1,0
43474,1,117553833,0,0,0
43475,1,117553835,0,0,0
43476,1,117555292,1,0,0
43477,1,117555895,0,0,0
43478,1,117558404,0,0,0
43479,1,117559143,0,0,0
43480,106,117559244,4,3,0
43481,1,117559337,0,0,0
43482,6,117560429,0,0,0
43483,1,117563768,1,0,0
43484,101,117564181,0,0,0
43485,1,117564634,0,0,0
43486,1,117564931,1,0,0
43487,21,117565027,0,1,0
43488,1,117566667,0,0,0
43489,6,117566814,0,0,0
43490,1,117567738,0,0,0
43491,1,117568039,1,0,0
43492,101,117569829,0,0,0
43493,11,117570206,0,0,0
43494,21,117570387,0,0,0
43495,11,117574074,1,0,0
43496,6,117574174,2,0,0
43497,1,117574610,0,0,0
43498,1,117577161,0,0,0
43499,1,117578231,0,0,0
43500,20,117578627,5,1,0
43501,1,117579616,0,0,0
43502,1,117580917,3,0,0
43504,26,117582016,0,0,0
43505,101,117583119,0,2,0
43506,103,117583884,1,0,0
43507,101,117584089,0,3,0
43508,101,117584793,0,0,0
43509,1,117585827,0,0,0
43510,1,117587038,2,0,0
43511,23,117588194,1,0,0
43512,1,117588640,0,0,0
43513,1,117591565,0,0,0
43514,1,117593381,0,0,0
43515,1,117594487,0,0,0
43516,1,117594961,0,0,0
43517,1,117595147,0,0,0
43518,101,117595159,0,2,0
43519,101,117595992,0,2,0
43520,1,117596677,4,0,0
43521,1,117598636,0,0,0
43522,1,117599769,1,0,0
43523,1,117600012,0,0,0
43524,1,117607325,2,0,0
43525,1,117611303,0,0,0
43526,1,117613771,3,0,0
43527,1,117616335,0,0,0
43528,101,117619309,0,0,0
43529,1,117619688,0,0,0
43530,1,117621928,0,0,0
43531,1,117623943,0,0,0
43532,1,117624866,0,0,0
43533,1,117626187,0,0,0
43534,36,117627332,8,13,0
43535,101,117628060,0,0,0
43536,1,117628921,0,0,0
43537,1,117628976,0,0,0
43538,1,117630328,0,0,0
43539,31,117630914,4,0,0
43540,101,117631458,0,2,0
43541,1,117631682,0,0,0
43542,1,117632090,0,0,0
43543,3,117632418,4,0,0
43544,101,117635136,0,0,0
43545,1,117635434,1,0,0
43546,38,117637546,2,1,0
43547,1,117638844,0,0,0
43548,6,117639724,0,0,0
43549,1,117639862,0,0,0
43550,1,117640968,1,0,0
43551,1,117641919,0,0,0
43552,1,117642048,0,0,0
43553,11,117642615,4,0,0
43554,6,117642691,0,0,0
43555,1,117643088,0,0,0
43556,113,117644457,0,0,0
43557,6,117644855,0,0,0
43558,101,117645192,0,1,0
43559,103,117645820,2,0,0
43560,92,117646319,37,4,0
43561,18,117648122,1,1,0
43562,11,117648405,0,0,0
43563,1,117650306,0,0,0
43564,8,117650327,1,0,0
43565,16,117652398,2,1,0
43566,101,117654228,0,0,0
43567,1,117655255,0,0,0
43568,1,117656690,0,0,0
43569,11,117658614,0,0,0
43570,1,117663046,0,0,0
43571,11,117666700,2,0,0
43572,1,117671132,0,0,0
43573,6,117671479,0,0,0
43574,11,117678100,1,0,0
43575,1,117678330,0,0,0
43576,1,117679398,0,0,0
43577,16,117680140,1,0,0
43578,101,117681033,3,0,0
43579,11,117681178,2,0,0
43580,1,117682300,0,0,0
43581,1,117682932,0,0,0
43582,1,117683425,1,0,0
43583,6,117683818,2,0,0
43584,1,117686327,2,0,0
43585,1,117686591,0,0,0
43586,16,117690438,1,0,0
43587,1,117691694,0,0,0
43588,1,117692688,0,0,0
43589,6,117692691,0,0,0
43590,101,117694341,0,0,0
43591,1,117694681,0,0,0
43592,23,117695918,3,2,0
43593,1,117696173,0,0,0
43594,13,117697529,6,0,0
43595,6,117697701,0,0,0
43596,1,117700229,0,0,0
43597,1,117701495,0,0,0
43598,1,117703835,0,0,0
43599,1,117704714,0,0,0
43600,1,117707311,0,0,0
43601,1,117707529,0,0,0
43602,105,117709031,6,1,0
43603,1,117710473,0,0,0
43604,1,117710820,0,0,0
43605,101,117710951,0,0,0
43606,1,117711335,0,0,0
43607,1,117713133,0,0,0
43608,6,117713354,3,0,0
43609,1,117713949,0,0,0
43610,1,117715674,0,0,0
43611,1,117715915,0,0,0
43612,1,117720022,1,0,0
43613,1,117721609,0,0,0
43614,1,117721620,4,0,0
43615,101,117722040,0,0,0
43616,1,117722312,0,0,0
43617,1,117723138,0,0,0
43618,1,117724337,0,0,0
43619,101,117724440,0,0,0
43620,1,117725267,0,0,0
43621,11,117726886,0,0,0
43622,114,117727679,0,4,0
43623,101,117728967,0,3,0
43624,33,117729349,6,2,0
43625,1,117731037,1,0,0
43626,1,117731146,0,0,0
43627,1,117732834,0,0,0
43628,11,117733254,0,0,0
43629,6,117733434,0,0,0
43630,108,117734617,0,8,0
43631,1,117734939,0,0,0
43632,101,117736128,0,0,0
43633,11,117737586,0,0,0
43634,263,117738623,12,2,0
43635,1,117739146,0,0,0
43636,101,117739673,0,0,0
43637,3,117739703,1,0,0
43639,1,117741809,0,0,0
43640,1,117747086,0,0,0
43641,31,117747279,1,1,0
43642,1,117748221,0,0,0
43643,1,117748707,0,0,0
43644,16,117752347,0,0,0
43645,1,117756321,0,0,0
43646,1,117759901,0,0,0
43647,1,117761572,0,0,0
43648,1,117763269,0,0,0
43649,1,117764358,0,0,0
43650,1,117766845,0,0,0
43651,101,117776026,0,1,0
43652,101,117780620,1,0,0
43653,53,117781403,25,7,0
43654,6,117781713,1,0,0
43655,1,117783309,0,0,0
43656,1,117786396,0,0,0
43657,1,117793422,0,0,0
43658,1,117795553,0,0,0
43659,1,117795592,0,0,0
43660,1,117797979,1,0,0
43661,1,117798420,0,0,0
43662,1,117798658,1,0,0
43663,1,117799159,0,0,0
43664,6,117801811,0,0,0
43665,1,117803632,0,0,0
43666,101,117803832,0,1,0
43667,6,117810051,0,0,0
43668,11,117811575,0,0,0
43669,1,117812297,2,0,0
43670,23,117817575,3,0,0
43671,1,117819327,3,0,0
43673,1,117825206,0,0,0
43674,132,117826342,3,4,0
43675,1,117826622,0,0,0
43676,1,117826711,0,0,0
43677,101,117828478,1,0,0
43678,1,117828572,0,0,0
43679,101,117829132,0,0,0
43681,63,117834541,2,7,0
43682,1,117834909,0,0,0
43683,1,117836612,1,0,0
43684,1,117840818,0,0,0
43685,1,117845362,0,0,0
43686,1,117847341,0,0,0
43687,1,117848257,0,0,0
43688,1,117854599,1,0,0
43689,1,117860224,0,0,0
43690,1,117861004,3,0,0
43691,1,117863688,0,0,0
43692,101,117866614,0,0,0
43693,1,117868860,0,0,0
43694,1,117871817,0,0,0
43695,6,117872852,1,0,0
43696,6,117873209,0,0,0
43697,1,117882135,0,0,0
43698,1,117882330,0,0,0
43699,11,117883917,1,0,0
43700,101,117884916,0,0,0
43701,6,117890301,0,0,0
43702,101,117891510,1,0,0
43703,1,117892510,0,0,0
43704,56,117892917,7,9,0
43705,1,117895513,0,0,0
43706,8,117896378,0,0,0
43707,1,117896903,0,0,0
43708,1,117897311,0,0,0
43709,6,117901560,0,0,0
43710,1,117903098,0,0,0
43711,1,117907154,0,0,0
43712,1,117907672,0,0,0
43713,101,117908068,0,1,0
43714,1,117911222,0,0,0
43715,101,117912900,0,0,0
43716,1,117913000,0,0,0
43717,1,117916222,1,0,0
43718,1,117917466,0,0,0
43719,1,117920807,0,0,0
43720,101,117920876,0,0,0
43721,5,117921885,1,0,0
43722,6,117923416,0,0,0
43723,6,117925566,3,0,0
43724,6,117926133,2,0,0
43725,1,117926513,0,0,0
43726,1,117931196,0,0,0
43727,1,117932169,0,0,0
43728,101,117934592,1,0,0
43729,3,117936009,0,0,0
43730,11,117937062,0,0,0
43731,1,117937987,0,0,0
43732,101,117940380,0,3,0
43733,101,117941016,0,0,0
43734,21,117943301,1,0,0
43735,1,117943792,0,0,0
43736,11,117946731,4,0,0
43737,1,117947753,0,0,0
43738,1,117952684,0,0,0
43739,43,117959795,8,1,0
43740,1,117960114,18,0,0
43741,1,117961308,0,0,0
43742,1,117961817,2,0,0
43743,6,117963721,0,0,0
43744,101,117966021,0,0,0
43745,1,117969182,0,0,0
43746,1,117970085,0,0,0
43747,1,117970691,0,0,0
43748,1,117975300,0,0,0
43749,1,117976375,0,0,0
43750,176,117978522,8,10,1
43751,101,117978888,0,0,0
43752,1,117981335,0,0,0
43753,1,117983526,0,0,0
43754,8,117983905,0,0,0
43755,1,117984817,0,0,0
43756,1,117985821,0,0,0
43757,8,117985881,0,0,0
43758,101,117986395,0,1,0
43759,1,117986846,0,0,0
43760,1,117987646,0,0,0
43761,1,117988274,2,0,0
43762,121,117988417,1,0,0
43763,1,117988618,0,0,0
43764,1,117989166,7,0,0
43765,1,117990513,0,0,0
43766,6,117991368,0,0,0
43767,101,117991657,0,0,0
43768,101,117993650,1,1,0
43769,21,117995593,0,0,0
43770,11,117997348,2,0,0
43771,1,117997834,0,0,0
43772,101,118000042,0,0,0
43773,1,118000647,0,0,0
43774,8,118001542,0,0,0
43775,101,118005713,0,5,0
43776,101,118006153,1,0,0
43777,1,118006700,0,0,0
43778,1,118007188,0,0,0
43779,1,118009120,0,0,0
43780,6,118009393,5,0,0
43781,101,118009765,0,0,0
43782,68,118011643,2,0,0
43783,1,118012431,0,0,0
43784,101,118012691,0,0,0
43785,1,118013385,0,0,0
43786,1,118014422,0,0,0
43787,6,118015169,0,0,0
43788,6,118018975,1,0,0
43789,103,118021039,2,1,0
43790,46,118021826,6,0,0
43791,1,118023295,0,0,0
43792,1,118026046,0,0,0
43793,1,118027232,0,0,0
43794,101,118027884,0,1,0
43795,1,118028608,0,0,0
43796,1,118034055,0,0,0
43797,1,118034229,0,0,0
43798,1,118034919,0,0,0
43799,1,118035527,0,0,0
43800,1,118038205,0,0,0
43801,1,118042167,1,0,0
43802,1,118045618,0,0,0
43803,101,118046787,0,4,0
43804,1,118048432,2,0,0
43805,155,118048777,7,34,3
43806,1,118049236,1,0,0
43807,1,118050058,1,0,0
43808,1,118050409,1,0,0
43809,1,118050977,1,0,0
43810,6,118051181,0,0,0
43811,1,118051375,0,0,0
43812,1,118052198,0,0,0
43813,101,118054999,0,1,0
43814,1,118055074,0,0,0
43815,1,118057622,0,0,0
43816,1,118057648,0,0,0
43817,1,118058842,0,0,0
43818,101,118061150,0,3,0
43819,140,118062039,2,0,0
43820,6,118062490,3,0,0
43821,1,118064086,2,0,0
43822,1,118065635,0,0,0
43823,1,118070504,0,0,0
43824,20,118070837,10,3,0
43825,101,118071136,0,1,0
43826,6,118072012,2,0,0
43827,120,118072770,3,2,0
43828,1,118073895,0,0,0
43829,1,118074356,1,0,0
43831,101,118074860,0,2,0
43832,1,118074947,0,0,0
43833,1,118076569,0,0,0
43834,111,118078734,2,2,0
43835,11,118079208,0,0,0
43836,1,118079311,0,0,0
43837,21,118080595,1,0,0
43838,1,118081043,0,0,0
43839,1,118083976,2,0,0
43840,121,118084221,2,0,0
43841,1,118084325,0,0,0
43842,1,118084934,0,0,0
43843,6,118085445,1,0,0
43844,6,118085524,3,0,0
43845,1,118085933,0,0,0
43846,6,118086893,0,0,0
43847,1,118087023,0,0,0
43848,1,118088007,0,0,0
43849,1,118088042,0,0,0
43850,101,118088556,0,2,0
43851,6,118088873,3,0,0
43852,11,118092292,1,0,0
43853,1,118095904,0,0,0
43854,1,118096870,0,0,0
43855,1,118098000,0,0,0
43856,6,118099415,0,0,0
43857,13,118102435,0,0,0
43858,1,118103140,0,0,0
43859,1,118103161,0,0,0
43860,13,118104604,0,0,0
43861,1,118104642,0,0,0
43862,1,118105618,0,0,0
43863,86,118106547,2,1,0
43864,1,118108326,0,0,0
43865,1,118109108,1,0,0
43866,1,118111985,0,0,0
43867,1,118115769,0,0,0
43868,3,118116594,2,0,0
43869,1,118118274,1,0,0
43870,101,118119304,1,1,0
43871,1,118122045,0,0,0
43872,1,118123338,0,0,0
43873,1,118123422,0,0,0
43874,1,118125506,0,0,0
43875,101,118127688,4,0,0
43876,1,118132352,0,0,0
43877,6,118132790,1,0,0
43878,101,118132826,0,1,0
43879,11,118132877,1,0,0
43880,8,118134110,4,0,0
43881,1,118134321,0,0,0
43882,1,118134477,0,0,0
43883,1,118137178,0,0,0
43884,210,118137525,4,3,0
43885,1,118139385,1,0,0
43886,1,118140176,0,0,0
43887,1,118141609,3,0,0
43888,101,118148040,0,0,0
43889,60,118149179,8,3,0
43890,103,118149604,0,8,0
43891,101,118152726,0,2,0
43892,101,118153334,0,4,0
43893,101,118156877,0,1,0
43894,1,118157640,0,0,0
43895,1,118160154,0,0,0
43896,11,118160507,1,0,0
43897,30,118161011,5,1,0
43898,1,118162432,0,0,0
43900,1,118164848,0,0,0
43901,1,118165588,0,0,0
43902,31,118165606,12,0,0
43903,1,118165929,0,0,0
43904,1,118167192,0,0,0
43905,1,118167505,2,0,0
43906,101,118168715,0,0,0
43907,1,118168912,0,0,0
43908,384,51330071,77,18,0
43909,1,118171437,0,0,0
43910,1,118171944,0,0,0
43911,1,118172028,0,0,0
43912,101,118172857,0,1,0
43913,1,118172881,0,0,0
43914,8,118173201,1,0,0
43915,1,118174076,0,0,0
43916,1,118175075,0,0,0
43917,1,118175677,0,0,0
43918,1,118176652,0,0,0
43919,1,118179996,0,0,0
43920,1,118181570,0,0,0
43921,1,118181976,0,0,0
43922,121,118183520,10,11,0
43923,11,118183550,0,0,0
43924,1,118184428,2,0,0
43925,101,118185878,0,0,0
43926,233,118186461,3,2,0
43927,1,118187119,0,0,0
43928,1,118188443,0,0,0
43929,23,118190679,13,2,0
43930,1,118193765,0,0,0
43931,1,118194284,0,0,0
43932,108,118194679,3,1,0
43933,1,118195905,0,0,0
43934,26,118201330,0,0,0
43935,6,118201633,0,0,0
43936,101,118205364,1,2,0
43937,11,118207158,0,0,0
43938,1,118207412,0,0,0
43939,101,118208473,0,1,0
43940,3,118208667,1,0,0
43941,1,118211002,0,0,0
43942,1,118211840,1,0,0
43943,1,118214923,2,0,0
43944,36,118215485,3,0,0
43945,1,118215752,0,0,0
43946,1,118217862,0,0,0
43947,20,118221802,4,1,0
43948,101,118222193,0,0,0
43949,1,118222536,3,0,0
43950,1,118224653,0,0,0
43951,1,118225057,0,0,0
43952,1,118225353,0,0,0
43953,1,118225678,0,0,0
43954,153,118226395,2,4,0
43955,1,118227114,0,0,0
43956,101,118227917,0,24,0
43957,1,118228282,0,0,0
43958,1,118228551,0,0,0
43959,181,118228699,3,11,0
43960,1,118229944,0,0,0
43961,101,118230648,0,1,0
43962,1,118231750,0,0,0
43963,101,118239639,3,0,0
43964,1,118242487,0,0,0
43965,36,118242889,6,0,0
43966,1,118243199,0,0,0
43967,6,118243209,0,0,0
43968,1,118243392,0,0,0
43969,1,118243756,0,0,0
43970,86,118243986,6,2,0
43971,1,118244695,0,0,0
43972,21,118246361,6,0,0
43973,1,118246674,0,0,0
43974,1,118247480,0,0,0
43975,16,118248020,1,0,0
43976,101,118248826,0,3,0
43977,1,118250018,1,0,0
43978,31,118251085,0,0,0
43979,9,118251717,0,0,0
43980,101,118252506,0,1,0
43981,21,118252735,1,2,0
43982,1,118252915,0,0,0
43983,1,118252996,0,0,0
43984,1,118254698,0,0,0
43985,1,118256153,6,0,0
43986,1,118258634,0,0,0
43987,1,118259006,0,0,0
43988,26,118259093,2,2,0
43989,1,118259525,0,0,0
43990,1,118259983,0,0,0
43991,1,118262490,0,0,0
43992,9,118264163,0,0,0
43993,1,118264251,0,0,0
43994,11,118264553,5,0,0
43995,1,118264649,0,0,0
43996,101,118267899,0,4,0
43997,1,118269725,0,0,0
43998,101,118269951,0,0,0
43999,8,118270917,1,0,0
44000,6,118273528,0,0,0
44001,102,118273596,3,3,0
44002,101,118274206,2,6,0
44003,101,118274352,0,0,0
44004,1,118275934,0,0,0
44005,116,118277117,0,0,0
44006,101,118279839,0,0,0
44007,1,118280685,0,0,0
44008,1,118282594,0,0,0
44009,116,118283183,1,0,0
44010,1,118285343,0,0,0
44011,21,118285482,0,0,0
44012,1,118287025,0,0,0
44013,6,118287651,1,0,0
44014,1,118289015,3,0,0
44015,1,118291262,0,0,0
44016,11,118298964,2,0,0
44017,1,118300528,0,0,0
44018,101,118301764,0,0,0
44019,101,118305179,0,1,0
44020,11,118305344,2,0,0
44021,107,118306905,7,11,0
44022,21,118311142,2,0,0
44023,124,118316309,39,3,0
44024,6,118317046,2,0,0
44025,1,118317377,0,0,0
44026,101,118319358,0,1,0
44027,3,118321150,2,0,0
44028,16,118325783,0,0,0
44029,101,118327287,0,0,0
44030,6,118328240,3,0,0
44031,1,118330120,0,0,0
44032,1,118333529,0,0,0
44033,1,118334955,0,0,0
44034,1,118335383,0,0,0
44035,1,118335453,0,0,0
44036,1,118335659,0,0,0
44037,6,118340066,1,0,0
44038,1,118341400,0,0,0
44039,1,118342575,1,0,0
44040,101,118342804,0,0,0
44041,1,118345749,0,0,0
44042,1,118345846,0,0,0
44043,106,118346865,1,1,0
44044,1,118347024,0,0,0
44045,101,118347976,0,2,0
44046,11,118349491,2,0,0
44047,101,118350110,0,0,0
44048,6,118350442,0,0,0
44049,1,118351972,0,0,0
44050,1,118352399,0,0,0
44051,11,118354385,0,0,0
44052,1,118355290,0,0,0
44053,1,118358732,0,0,0
44054,101,118360519,0,1,0
44055,31,118361017,3,0,0
44056,1,118364269,0,0,0
44057,101,118371320,0,3,0
44058,111,118373217,2,0,0
44059,9,118375327,1,0,0
44060,1,118375379,0,0,0
44061,8,118376772,0,0,0
44062,1,118381598,0,0,0
44063,306,118384892,9,14,0
44064,101,118385425,0,0,0
44065,1,118385545,0,0,0
44066,1,118385820,0,0,0
44067,1,118385951,0,0,0
44068,6,118391493,1,0,0
44069,1,118392158,2,0,0
44070,101,118396287,0,0,0
44071,1,118396696,0,0,0
44072,4,118398355,0,0,0
44073,11,118401540,3,0,0
44074,1,118401807,0,0,0
44075,101,118401825,0,0,0
44076,1,118404994,3,0,0
44077,6,118405501,2,0,0
